Target_Overshoot,Target_SettlingTime,Kp_Data,Ki_Data,Kd_Data
9.5463806790768,6.96435040569591,1.95926313057496,0.645258071138793,0.35629934848667
11.3994593425276,6.16701789583373,1.9474194562647,0.841306193676594,0.495055829751143
6.46861247778465,39.212091634779,0.205485012078882,0.015332385514306,0
11.3805865684593,9.68252020766928,1.16929803227543,0.311833143806559,0.169822534064093
9.04136379720661,6.83503081713278,2.06737376871031,0.682489945408345,0.423465986905365
11.2748141572888,5.90393935150188,2.06429052920028,0.923897359519568,0.51896619701221
8.49890355629288,12.3814054638147,1.03934216138065,0.190530144563502,0.178619585459206
9.5295166423865,28.9270821754896,0.298363225108809,0.032257288222149,0.079551805914527
11.1477597042146,6.27327287284948,1.94056131004712,0.821273394480333,0.514995841385139
9.74889035992146,6.53865997684716,2.08527664256086,0.729990122936573,0.353682386421016
5.72191542265328,72.7496821080182,0.07317624833229,0.00485350350652507,0
10.1393147543487,6.60400446638033,2.04649029026999,0.691419399021257,0.226461697560498
10.3381571651279,7.82871651931275,1.6407732736683,0.48567410613109,0.180113544043598
10.7129424804932,13.0860989348826,0.835180179895188,0.170003140801688,0.166269636170267
9.1055490726035,25.8295389423414,0.361830714475173,0.0405336173514928,0.0838238502538259
6.32981522405494,77.9264611375303,0.0632058679189356,0.00441554881519461,0
7.96642138236205,61.2084585788212,0.0917359016907998,0.00702439119923401,0
11.8247550096899,6.55120338597821,1.76777668824786,0.730921926977418,0.439694330885865
9.78061456780213,16.1338172209186,0.676007391456784,0.111167195366247,0.166115809751448
2.35378136246245,65.2433544138816,0.0770480779725738,0.00396526908729376,0
9.7691355281833,14.0157267890787,0.814107148257451,0.148526184449453,0.169681335184133
10.0679308425521,7.62769631849524,1.72623543773436,0.513009284311043,0.185080434195419
11.4758272332315,10.4367849342793,1.04881713016162,0.27539830832942,0.260652584458374
11.6084067868983,8.19353180884162,1.39042936683894,0.453656620827911,0.315507892885809
9.74166164082238,8.09868315540423,1.63444641157645,0.456575109386985,0.196845150734083
11.5310991908201,7.88021218535968,1.45232102114651,0.506862563227691,0.416658618937958
9.02668849322166,26.8184967513613,0.343766945361295,0.0374925885109797,0.0832019961778253
11.345737567378,10.3580583985979,1.0676209428082,0.280963834621469,0.270463823508404
9.35565116482604,15.6046359329833,0.726526384629203,0.119062754348189,0.169282043453039
8.57323331524309,21.8799605681296,0.474895538223367,0.0567446883402678,0.0887622691658407
8.69572549941908,19.8611334937131,0.541117654402269,0.0695082400700416,0.0900126350492719
10.9867766262289,7.9526119836629,1.49803177622966,0.494966019832305,0.380734928479591
9.62779684115338,6.58996750437839,2.08096753527688,0.721233858695986,0.364514518878642
9.32583232207087,29.5755471419112,0.291911161014219,0.030785143139554,0.0796569463147829
11.6720769406237,17.2859627425176,0.545420690141336,0.0960458346218666,0.173224527001212
8.72044936678043,19.9483494777323,0.53129482216295,0.0659857948609878,0
9.46568342101108,19.9172923884548,0.514713578916782,0.0695652863421695,0.0877927927031707
10.3555048874942,14.5543709724988,0.745242002437314,0.137075308271066,0.165583135142679
10.0397933671395,19.0323807749232,0.529279822796276,0.0765196287013575,0.0868703298627147
11.4439199269741,10.7523859492965,1.01313457749011,0.259442439189591,0.259804217329717
10.9853933738024,6.90974943553295,1.75406313431653,0.679207191230253,0.505000701708178
10.9375652149008,9.76449465636848,1.17732677476615,0.323448322676088,0.325184769617545
8.28372892082569,18.6046539850026,0.606617678818394,0.0787009020057234,0.0813703814579384
10.6547345789995,7.72880618650208,1.63131783410023,0.497101898776435,0.178910779102023
11.249036343012,9.33380827944906,1.21795277405154,0.350972730165206,0.309973537753508
7.03423362426516,56.1688187874889,0.110749066204586,0.00801511776097747,0
9.8642222598172,7.83438727260741,1.68992342353009,0.487815718384714,0.195829055821506
7.79834358155549,32.2603187254491,0.276721453316484,0.0251711509995911,0.0824072043187147
10.5800553324269,11.4253857211581,1.0021385888935,0.224697102259371,0.170146511726284
10.627723156493,14.8919275684605,0.710858165160846,0.126885817840602,0.0888782814162737
11.0540736876003,7.1413044282036,1.68062015812784,0.633079238483369,0.489046451253996
10.9964963863417,10.0540935859699,1.13218150601002,0.303450544650176,0.310785458152229
11.0417678051481,8.99394585636824,1.2902314669609,0.382456398461096,0.339884804464895
11.0775021353863,8.3669294680071,1.40263816635457,0.443870909023252,0.357509379126708
10.0187617227576,8.04909123130345,1.61934705164949,0.460007294451695,0.180923299760901
6.83205457221661,42.9021445494415,0.175538062720516,0.0131279096966716,0
11.2978385909487,6.21471925846289,1.94275532683367,0.831782771268069,0.502768499396204
11.1521428304002,6.85574557906788,1.7507218016118,0.685280277983982,0.490431169544378
10.8613449944385,6.05774446063144,2.19406136142005,0.811976444489677,0.193881502157013
10.7803408287291,11.7696079291374,0.947379935468467,0.219369309303796,0.280629713927389
